Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Bacteriophage sp.		isolate: 3848_59088	38018	ASM2997103v1	GCA_029971035.1	GenBank		Complete Genome	11478	11478	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3832_52097	38018	ASM2997104v1	GCA_029971045.1	GenBank		Complete Genome	11415	11415	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3824_12327	38018	ASM2997105v1	GCA_029971055.1	GenBank		Complete Genome	58714	58714	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3823_49406	38018	ASM2997106v1	GCA_029971065.1	GenBank		Complete Genome	11610	11610	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3804_59413	38018	ASM2997107v1	GCA_029971075.1	GenBank		Complete Genome	16253	16253	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3750_74606	38018	ASM2997108v1	GCA_029971085.1	GenBank		Complete Genome	11635	11635	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3749_120185	38018	ASM2997109v1	GCA_029971095.1	GenBank		Complete Genome	13640	13640	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3746_49000	38018	ASM2997110v1	GCA_029971105.1	GenBank		Complete Genome	50251	50251	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3694_61776	38018	ASM2997111v1	GCA_029971115.1	GenBank		Complete Genome	15905	15905	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3678_48772	38018	ASM2997112v1	GCA_029971125.1	GenBank		Complete Genome	54856	54856	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3676_29462	38018	ASM2997113v1	GCA_029971135.1	GenBank		Complete Genome	10977	10977	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3669_86568	38018	ASM2997114v1	GCA_029971145.1	GenBank		Complete Genome	15735	15735	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3634_4599	38018	ASM2997115v1	GCA_029971155.1	GenBank		Complete Genome	17294	17294	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3620_38240	38018	ASM2997116v1	GCA_029971165.1	GenBank		Complete Genome	11387	11387	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3618_32492	38018	ASM2997117v1	GCA_029971175.1	GenBank		Complete Genome	36878	36878	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3614_22310	38018	ASM2997118v1	GCA_029971185.1	GenBank		Complete Genome	42271	42271	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3602_645	38018	ASM2997119v1	GCA_029971195.1	GenBank		Complete Genome	54238	54238	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3601_7255	38018	ASM2997120v1	GCA_029971205.1	GenBank		Complete Genome	15545	15545	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3588_67884	38018	ASM2997121v1	GCA_029971215.1	GenBank		Complete Genome	16031	16031	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3585_4763	38018	ASM2997122v1	GCA_029971225.1	GenBank		Complete Genome	16269	16269	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3557_38409	38018	ASM2997123v1	GCA_029971235.1	GenBank		Complete Genome	15578	15578	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3542_73253	38018	ASM2997124v1	GCA_029971245.1	GenBank		Complete Genome	50949	50949	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3539_102896	38018	ASM2997125v1	GCA_029971255.1	GenBank		Complete Genome	11985	11985	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3535_91243	38018	ASM2997126v1	GCA_029971265.1	GenBank		Complete Genome	17712	17712	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3526_53722	38018	ASM2997127v1	GCA_029971275.1	GenBank		Complete Genome	50532	50532	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3519_63130	38018	ASM2997128v1	GCA_029971285.1	GenBank		Complete Genome	95287	95287	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3512_64238	38018	ASM2997129v1	GCA_029971295.1	GenBank		Complete Genome	15931	15931	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3505_92543	38018	ASM2997130v1	GCA_029971305.1	GenBank		Complete Genome	15799	15799	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3483_22644	38018	ASM2997131v1	GCA_029971315.1	GenBank		Complete Genome	11150	11150	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3479_86693	38018	ASM2997132v1	GCA_029971325.1	GenBank		Complete Genome	50077	50077	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3474_7359	38018	ASM2997133v1	GCA_029971335.1	GenBank		Complete Genome	35030	35030	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3469_36196	38018	ASM2997134v1	GCA_029971345.1	GenBank		Complete Genome	11653	11653	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3447_21120	38018	ASM2997135v1	GCA_029971355.1	GenBank		Complete Genome	15898	15898	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3442_28538	38018	ASM2997136v1	GCA_029971365.1	GenBank		Complete Genome	11210	11210	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3435_68086	38018	ASM2997137v1	GCA_029971375.1	GenBank		Complete Genome	11003	11003	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3413_46247	38018	ASM2997138v1	GCA_029971385.1	GenBank		Complete Genome	51786	51786	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3403_33337	38018	ASM2997139v1	GCA_029971395.1	GenBank		Complete Genome	15988	15988	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3397_57137	38018	ASM2997140v1	GCA_029971405.1	GenBank		Complete Genome	58654	58654	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3396_10411	38018	ASM2997141v1	GCA_029971415.1	GenBank		Complete Genome	15851	15851	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3353_36119	38018	ASM2997142v1	GCA_029971425.1	GenBank		Complete Genome	40396	40396	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3328_44298	38018	ASM2997143v1	GCA_029971435.1	GenBank		Complete Genome	32919	32919	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3293_102079	38018	ASM2997144v1	GCA_029971445.1	GenBank		Complete Genome	57214	57214	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3267_54231	38018	ASM2997145v1	GCA_029971455.1	GenBank		Complete Genome	10669	10669	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3259_58224	38018	ASM2997146v1	GCA_029971465.1	GenBank		Complete Genome	71787	71787	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3254_25549	38018	ASM2997147v1	GCA_029971475.1	GenBank		Complete Genome	15956	15956	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3252_55015	38018	ASM2997148v1	GCA_029971485.1	GenBank		Complete Genome	16327	16327	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3035_54523	38018	ASM2997149v1	GCA_029971495.1	GenBank		Complete Genome	57168	57168	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2996_65437	38018	ASM2997150v1	GCA_029971505.1	GenBank		Complete Genome	51933	51933	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2984_19007	38018	ASM2997151v1	GCA_029971515.1	GenBank		Complete Genome	16777	16777	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2983_35707	38018	ASM2997152v1	GCA_029971525.1	GenBank		Complete Genome	47685	47685	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2977_65140	38018	ASM2997153v1	GCA_029971535.1	GenBank		Complete Genome	19625	19625	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2968_22846	38018	ASM2997154v1	GCA_029971545.1	GenBank		Complete Genome	40253	40253	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2957_19699	38018	ASM2997155v1	GCA_029971555.1	GenBank		Complete Genome	11124	11124	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2950_4208	38018	ASM2997156v1	GCA_029971565.1	GenBank		Complete Genome	51533	51533	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2936_10582	38018	ASM2997157v1	GCA_029971575.1	GenBank		Complete Genome	48560	48560	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2931_84205	38018	ASM2997158v1	GCA_029971585.1	GenBank		Complete Genome	11442	11442	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2931_47945	38018	ASM2997159v1	GCA_029971595.1	GenBank		Complete Genome	30214	30214	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2931_17338	38018	ASM2997160v1	GCA_029971605.1	GenBank		Complete Genome	89536	89536	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2928_69704	38018	ASM2997161v1	GCA_029971615.1	GenBank		Complete Genome	16951	16951	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2925_35839	38018	ASM2997162v1	GCA_029971625.1	GenBank		Complete Genome	61133	61133	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2915_38693	38018	ASM2997163v1	GCA_029971635.1	GenBank		Complete Genome	29516	29516	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2903_49267	38018	ASM2997164v1	GCA_029971645.1	GenBank		Complete Genome	15374	15374	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2894_60303	38018	ASM2997165v1	GCA_029971655.1	GenBank		Complete Genome	13649	13649	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2886_66177	38018	ASM2997166v1	GCA_029971665.1	GenBank		Complete Genome	53820	53820	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2869_7221	38018	ASM2997167v1	GCA_029971675.1	GenBank		Complete Genome	17621	17621	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2865_49459	38018	ASM2997168v1	GCA_029971685.1	GenBank		Complete Genome	15835	15835	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2860_11500	38018	ASM2997169v1	GCA_029971695.1	GenBank		Complete Genome	15619	15619	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2847_92349	38018	ASM2997170v1	GCA_029971705.1	GenBank		Complete Genome	15164	15164	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2844_56285	38018	ASM2997171v1	GCA_029971715.1	GenBank		Complete Genome	35772	35772	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2839_11174	38018	ASM2997172v1	GCA_029971725.1	GenBank		Complete Genome	57210	57210	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2838_90449	38018	ASM2997173v1	GCA_029971735.1	GenBank		Complete Genome	13517	13517	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2120_38206	38018	ASM2997174v1	GCA_029971745.1	GenBank		Complete Genome	11726	11726	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2100_20379	38018	ASM2997175v1	GCA_029971755.1	GenBank		Complete Genome	54231	54231	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2088_61778	38018	ASM2997176v1	GCA_029971765.1	GenBank		Complete Genome	50258	50258	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2082_8908	38018	ASM2997177v1	GCA_029971775.1	GenBank		Complete Genome	35410	35410	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2069_78657	38018	ASM2997178v1	GCA_029971785.1	GenBank		Complete Genome	36030	36030	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2063_3422	38018	ASM2997179v1	GCA_029971795.1	GenBank		Complete Genome	96066	96066	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2049_20537	38018	ASM2997180v1	GCA_029971805.1	GenBank		Complete Genome	33108	33108	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2046_45659	38018	ASM2997181v1	GCA_029971815.1	GenBank		Complete Genome	11612	11612	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2024_6813	38018	ASM2997182v1	GCA_029971825.1	GenBank		Complete Genome	41298	41298	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2023_34654	38018	ASM2997183v1	GCA_029971835.1	GenBank		Complete Genome	51480	51480	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2012_74506	38018	ASM2997184v1	GCA_029971845.1	GenBank		Complete Genome	53501	53501	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2010_43927	38018	ASM2997185v1	GCA_029971855.1	GenBank		Complete Genome	15999	15999	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2002_52614	38018	ASM2997186v1	GCA_029971865.1	GenBank		Complete Genome	57291	57291	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1977_52742	38018	ASM2997187v1	GCA_029971875.1	GenBank		Complete Genome	58241	58241	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1922_111156	38018	ASM2997188v1	GCA_029971885.1	GenBank		Complete Genome	15008	15008	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P013_59053	38018	ASM2997189v1	GCA_029971895.1	GenBank		Complete Genome	53362	53362	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P011_32985	38018	ASM2997190v1	GCA_029971905.1	GenBank		Complete Genome	70949	70949	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P004_38259	38018	ASM2997191v1	GCA_029971915.1	GenBank		Complete Genome	95870	95870	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-IP002_85167	38018	ASM2997192v1	GCA_029971925.1	GenBank		Complete Genome	12451	12451	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-HC117_33660	38018	ASM2997193v1	GCA_029971935.1	GenBank		Complete Genome	51791	51791	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-HC117_19829	38018	ASM2997194v1	GCA_029971945.1	GenBank		Complete Genome	11186	11186	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4338_5354	38018	ASM2997195v1	GCA_029971955.1	GenBank		Complete Genome	50791	50791	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4333_3119	38018	ASM2997196v1	GCA_029971965.1	GenBank		Complete Genome	16134	16134	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4319_116594	38018	ASM2997197v1	GCA_029971975.1	GenBank		Complete Genome	16968	16968	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4317_72667	38018	ASM2997198v1	GCA_029971985.1	GenBank		Complete Genome	56805	56805	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4298_26629	38018	ASM2997199v1	GCA_029971995.1	GenBank		Complete Genome	15764	15764	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4286_15510	38018	ASM2997200v1	GCA_029972005.1	GenBank		Complete Genome	58318	58318	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4281_56074	38018	ASM2997201v1	GCA_029972015.1	GenBank		Complete Genome	11621	11621	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4280_18812	38018	ASM2997202v1	GCA_029972025.1	GenBank		Complete Genome	72486	72486	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4260_20639	38018	ASM2997203v1	GCA_029972035.1	GenBank		Complete Genome	13457	13457	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4251_49777	38018	ASM2997204v1	GCA_029972045.1	GenBank		Complete Genome	57834	57834	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4234_42924	38018	ASM2997205v1	GCA_029972055.1	GenBank		Complete Genome	16339	16339	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4233_23042	38018	ASM2997206v1	GCA_029972065.1	GenBank		Complete Genome	17366	17366	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4221_4843	38018	ASM2997207v1	GCA_029972075.1	GenBank		Complete Genome	51963	51963	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4221_48250	38018	ASM2997208v1	GCA_029972085.1	GenBank		Complete Genome	26104	26104	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4221_34167	38018	ASM2997209v1	GCA_029972095.1	GenBank		Complete Genome	57233	57233	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2822_72130	38018	ASM2997210v1	GCA_029972105.1	GenBank		Complete Genome	34391	34391	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2812_38498	38018	ASM2997211v1	GCA_029972115.1	GenBank		Complete Genome	15825	15825	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2789_9542	38018	ASM2997212v1	GCA_029972125.1	GenBank		Complete Genome	15687	15687	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2784_48616	38018	ASM2997215v1	GCA_029972155.1	GenBank		Complete Genome	13520	13520	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2776_81891	38018	ASM2997217v1	GCA_029972175.1	GenBank		Complete Genome	53399	53399	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2769_30290	38018	ASM2997219v1	GCA_029972195.1	GenBank		Complete Genome	52870	52870	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2756_86046	38018	ASM2997220v1	GCA_029972205.1	GenBank		Complete Genome	73725	73725	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2756_10904	38018	ASM2997221v1	GCA_029972215.1	GenBank		Complete Genome	39557	39557	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2755_7351	38018	ASM2997224v1	GCA_029972245.1	GenBank		Complete Genome	15838	15838	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2736_16123	38018	ASM2997225v1	GCA_029972255.1	GenBank		Complete Genome	43695	43695	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2731_8710	38018	ASM2997226v1	GCA_029972265.1	GenBank		Complete Genome	57281	57281	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2727_61225	38018	ASM2997227v1	GCA_029972275.1	GenBank		Complete Genome	88221	88221	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2726_65048	38018	ASM2997228v1	GCA_029972285.1	GenBank		Complete Genome	15252	15252	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2720_105597	38018	ASM2997230v1	GCA_029972305.1	GenBank		Complete Genome	13865	13865	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2720_104630	38018	ASM2997232v1	GCA_029972325.1	GenBank		Complete Genome	15402	15402	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2719_58495	38018	ASM2997233v1	GCA_029972335.1	GenBank		Complete Genome	38796	38796	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2708_31915	38018	ASM2997234v1	GCA_029972345.1	GenBank		Complete Genome	16545	16545	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2692_55609	38018	ASM2997235v1	GCA_029972355.1	GenBank		Complete Genome	12148	12148	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2680_85020	38018	ASM2997236v1	GCA_029972365.1	GenBank		Complete Genome	27717	27717	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2642_45433	38018	ASM2997237v1	GCA_029972375.1	GenBank		Complete Genome	10989	10989	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2638_61541	38018	ASM2997238v1	GCA_029972385.1	GenBank		Complete Genome	93157	93157	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2624_53747	38018	ASM2997239v1	GCA_029972395.1	GenBank		Complete Genome	15201	15201	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2624_23923	38018	ASM2997240v1	GCA_029972405.1	GenBank		Complete Genome	11011	11011	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2615_43379	38018	ASM2997241v1	GCA_029972415.1	GenBank		Complete Genome	13593	13593	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2589_16278	38018	ASM2997242v1	GCA_029972425.1	GenBank		Complete Genome	51308	51308	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2578_80191	38018	ASM2997243v1	GCA_029972435.1	GenBank		Complete Genome	46255	46255	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2545_108367	38018	ASM2997244v1	GCA_029972445.1	GenBank		Complete Genome	14189	14189	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2516_6045	38018	ASM2997245v1	GCA_029972455.1	GenBank		Complete Genome	13570	13570	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2516_51951	38018	ASM2997246v1	GCA_029972465.1	GenBank		Complete Genome	58289	58289	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2502_34334	38018	ASM2997247v1	GCA_029972475.1	GenBank		Complete Genome	16103	16103	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2476_85539	38018	ASM2997248v1	GCA_029972485.1	GenBank		Complete Genome	11090	11090	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2464_25779	38018	ASM2997249v1	GCA_029972495.1	GenBank		Complete Genome	57198	57198	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2441_39547	38018	ASM2997250v1	GCA_029972505.1	GenBank		Complete Genome	15734	15734	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2416_41332	38018	ASM2997251v1	GCA_029972515.1	GenBank		Complete Genome	52721	52721	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2399_80414	38018	ASM2997252v1	GCA_029972525.1	GenBank		Complete Genome	11510	11510	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2364_47092	38018	ASM2997253v1	GCA_029972535.1	GenBank		Complete Genome	13063	13063	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2363_34378	38018	ASM2997254v1	GCA_029972545.1	GenBank		Complete Genome	12905	12905	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2286_17181	38018	ASM2997255v1	GCA_029972555.1	GenBank		Complete Genome	24891	24891	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2257_50925	38018	ASM2997256v1	GCA_029972565.1	GenBank		Complete Genome	30948	30948	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2257_42576	38018	ASM2997257v1	GCA_029972575.1	GenBank		Complete Genome	17000	17000	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2239_12124	38018	ASM2997258v1	GCA_029972585.1	GenBank		Complete Genome	50000	50000	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2226_130423	38018	ASM2997259v1	GCA_029972595.1	GenBank		Complete Genome	102636	102636	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2191_44276	38018	ASM2997260v1	GCA_029972605.1	GenBank		Complete Genome	94311	94311	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2181_54608	38018	ASM2997264v1	GCA_029972645.1	GenBank		Complete Genome	15215	15215	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2165_84048	38018	ASM2997268v1	GCA_029972685.1	GenBank		Complete Genome	17847	17847	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2143_45795	38018	ASM2997272v1	GCA_029972725.1	GenBank		Complete Genome	77664	77664	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2130_103095	38018	ASM2997274v1	GCA_029972745.1	GenBank		Complete Genome	48539	48539	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1911_31588	38018	ASM2997275v1	GCA_029972755.1	GenBank		Complete Genome	52091	52091	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1905_3070	38018	ASM2997278v1	GCA_029972785.1	GenBank		Complete Genome	11174	11174	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1899_39532	38018	ASM2997284v1	GCA_029972845.1	GenBank		Complete Genome	13829	13829	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1897_31575	38018	ASM2997288v1	GCA_029972885.1	GenBank		Complete Genome	48525	48525	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1896_106079	38018	ASM2997628v1	GCA_029976285.1	GenBank		Complete Genome	11530	11530	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1847_70739	38018	ASM2997629v1	GCA_029976295.1	GenBank		Complete Genome	13590	13590	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1843_63891	38018	ASM2997630v1	GCA_029976305.1	GenBank		Complete Genome	38595	38595	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1828_66058	38018	ASM2997631v1	GCA_029976315.1	GenBank		Complete Genome	15879	15879	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1822_50652	38018	ASM2997632v1	GCA_029976325.1	GenBank		Complete Genome	30470	30470	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1811_2310	38018	ASM2997633v1	GCA_029976335.1	GenBank		Complete Genome	17998	17998	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1781_72099	38018	ASM2997634v1	GCA_029976345.1	GenBank		Complete Genome	18442	18442	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1769_71917	38018	ASM2997635v1	GCA_029976355.1	GenBank		Complete Genome	15069	15069	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1755_67290	38018	ASM2997636v1	GCA_029976365.1	GenBank		Complete Genome	17166	17166	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1741_23545	38018	ASM2997637v1	GCA_029976375.1	GenBank		Complete Genome	12042	12042	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1688_25320	38018	ASM2997638v1	GCA_029976385.1	GenBank		Complete Genome	104240	104240	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1666_74915	38018	ASM2997639v1	GCA_029976395.1	GenBank		Complete Genome	15549	15549	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1663_93767	38018	ASM2997640v1	GCA_029976405.1	GenBank		Complete Genome	11456	11456	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1657_32402	38018	ASM2997641v1	GCA_029976415.1	GenBank		Complete Genome	20872	20872	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1647_99704	38018	ASM2997642v1	GCA_029976425.1	GenBank		Complete Genome	38759	38759	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1644_98952	38018	ASM2997643v1	GCA_029976435.1	GenBank		Complete Genome	58216	58216	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1637_9892	38018	ASM2997644v1	GCA_029976445.1	GenBank		Complete Genome	12021	12021	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1625_14009	38018	ASM2997645v1	GCA_029976455.1	GenBank		Complete Genome	15994	15994	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1596_32571	38018	ASM2997646v1	GCA_029976465.1	GenBank		Complete Genome	57709	57709	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1527_58913	38018	ASM2997647v1	GCA_029976475.1	GenBank		Complete Genome	16030	16030	2022-09-02		PRJNA862966	
